name,address,phone,website,rating,reviewsCount,category,hours,reviews
"Houz Of Play HOP","C-1001, near Vyapar Kendra Road, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","098914 74447","","4.7","185","Children's amusement center","Monday1:30–8:30 pmTuesday1:30–8:30 pmWednesday1:30–8:30 pmThursday1:30–8:30 pmFriday1:30–8:30 pmSaturday11 am–8:30 pmSunday11 am–8:30 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Houz Of Play HOP","C-1001, near Vyapar Kendra Road, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","098914 74447","","4.7","185","Children's amusement center","Monday1:30–8:30 pmTuesday1:30–8:30 pmWednesday1:30–8:30 pmThursday1:30–8:30 pmFriday1:30–8:30 pmSaturday11 am–8:30 pmSunday11 am–8:30 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Lost Lemons","SCO 27 and 28, Sector 29, Gurugram, Haryana 122009","","","4.1","2077","Gastropub","Monday12–4 am3 pm–12 amTuesday12–4 am3 pm–12 amWednesday12–4 am3 pm–12 amThursday12–4 am3 pm–12 amFriday12–4 am1 pm–12 amSaturday12–6 am1 pm–12 amSunday12–6 am1 pm–12 amSuggest new hours","[object Object],[object Object],[object Object]"
"Kaiseeki: Premium Pan-Asian Restaurant","DLF Galleria Rd, Galleria Market, Sector 28, DLF Phase IV, Gurugram, Haryana 122009","084476 77509","","4.5","42","Pan-Asian restaurant","MondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSaturdayOpen 24 hoursSundayOpen 24 hoursSuggest new hours","[object Object],[object Object],[object Object]"
"Kaiseeki: Premium Pan-Asian Restaurant","DLF Galleria Rd, Galleria Market, Sector 28, DLF Phase IV, Gurugram, Haryana 122009","084476 77509","","4.5","42","Pan-Asian restaurant","MondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursFridayOpen 24 hoursSaturdayOpen 24 hoursSundayOpen 24 hoursSuggest new hours","[object Object],[object Object],[object Object]"
"Bhai ji","F34W+H9H, Sector 42, Gurugram, Haryana 122009","","","3.5","2","Park","","[object Object],[object Object]"
"Jalsa Indian and Ladakhi kitchen","Galleria Market, Sector 28, DLF Phase IV, Gurugram, Haryana 122009","0124 411 8719","","3.6","282","Tibetan restaurant","Monday11 am–12 amTuesday11 am–12 amWednesday11 am–12 amThursday11 am–12 amFriday11 am–12 amSaturday11 am–12 amSunday11 am–12 amSuggest new hours","[object Object],[object Object],[object Object]"
"Shyam Vihari Food","near Huda metro, Sector 29, Gurugram, Haryana 122009","","","4.4","65960","Restaurant","Monday6 am–11 pmTuesday6 am–11 pmWednesday6 am–11 pmThursday6 am–11 pmFriday6 am–11 pmSaturday6 am–11 pmSunday6 am–11 pmSuggest new hours","[object Object],[object Object],[object Object]"
"The Gully Cafe","Sector 29, Gurugram, Haryana 122009","080778 03289","https://thegullycafe.co.in/","4.4","1465","North Indian restaurant","Monday10:30 am–1 amTuesday10:30 am–1 amWednesday10:30 am–1 amThursday10:30 am–1 amFriday10:30 am–1 amSaturday9 am–1 amSunday9 am–1 amSuggest new hours","[object Object],[object Object],[object Object]"
"Sugar Swap - Deliciously Keto","C-432, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","098995 95044","https://sugarswap.in/","4.7","35","Health food store","Monday10 am–10 pmTuesday10 am–10 pmWednesday10 am–10 pmThursday10 am–10 pmFriday10 am–10 pmSaturday10 am–10 pmSunday10 am–10 pmSuggest new hours","[object Object],[object Object],[object Object]"
"AMPM Cafe & Bar","R-003, DLF, Galleria Market, Sector 28, DLF Phase IV, Gurugram, Haryana 122009","097177 80594","http://brighthospitality.in/am-pm.php","4.2","3580","Cafe","Monday12 pm–1 amTuesday12 pm–1 amWednesday12 pm–1 amThursday12 pm–1 amFriday12 pm–1 amSaturday12 pm–1 amSunday12 pm–1 amSuggest new hours","[object Object],[object Object],[object Object]"
"DHABA 29","SCO-29, Ground floor Sector 29, Market Road, Gurugram, Haryana 122009","0124 421 1181","http://dhaba29.com/","4.4","2974","North Indian restaurant","Monday11 am–2 amTuesday11 am–2 amWednesday11 am–2 amThursday11 am–2 amFriday11 am–2 amSaturday11 am–2 amSunday11 am–2 amSuggest new hours","[object Object],[object Object],[object Object]"
"Cafe By Soul","B-11/1, Ashoka Cresent Marg, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002","088268 56001","http://www.cafebysoul.com/","4.2","1139","Cafe","Monday7:30 am–11 pmTuesday7:30 am–11 pmWednesday7:30 am–11 pmThursday7:30 am–11 pmFriday7:30 am–11 pmSaturday7:30 am–11 pmSunday7:30 am–11 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Treebo Sai Village Gold Souk - Sec 43","Plot no. C - 2602A, Mall, near Gold Souk, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122001","097718 46771","https://www.treebo.com/hotels-in-gurgaon/treebo-sai-village-gold-souk-sec-43-sushant-lok-2989/?utm_source=partnerships&utm_medium=gmb&utm_campaign=gmblisting","4.4","233","","",""
"Treebo Sai Village Gold Souk - Sec 43","Plot no. C - 2602A, Mall, near Gold Souk, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122001","097718 46771","https://www.treebo.com/hotels-in-gurgaon/treebo-sai-village-gold-souk-sec-43-sushant-lok-2989/?utm_source=partnerships&utm_medium=gmb&utm_campaign=gmblisting","4.4","233","","",""
"Long Finish by Ramen Donn","SF-28, 1st Floor, above Forest Essentials, Galleria Market, Sector 28, DLF Phase IV, Gurugram, Haryana 122009","093110 39674","","4.2","183","Ramen restaurant","Monday12:30–4 pm6 pm–12 amTuesdayClosedWednesday12:30–4 pm6 pm–12 amThursday12:30–4 pm6 pm–12 amFriday12:30–4 pm6 pm–12 amSaturday12:30–4 pm6 pm–12 amSunday12:30–4 pm6 pm–12 amSuggest new hours","[object Object],[object Object],[object Object]"
"Downtown Diner & Fresh Beer Cafe","34, Leisure Valley Rd, Sector 29, Gurugram, Haryana 122009","095822 62545","https://downtownbrewery.in/","4.5","10255","Brewery","Monday1 pm–2 amTuesday1 pm–2 amWednesday1 pm–2 amThursday1 pm–2 amFriday1 pm–2 amSaturday1 pm–2 amSunday1 pm–2 amSuggest new hours","[object Object],[object Object],[object Object]"
"Downtown Diner & Fresh Beer Cafe","34, Leisure Valley Rd, Sector 29, Gurugram, Haryana 122009","095822 62545","https://downtownbrewery.in/","4.5","10255","Brewery","Monday1 pm–2 amTuesday1 pm–2 amWednesday1 pm–2 amThursday1 pm–2 amFriday1 pm–2 amSaturday1 pm–2 amSunday1 pm–2 amSuggest new hours","[object Object],[object Object],[object Object]"
"Roots - Cafe in the Park","Leisure Valley Rd, Near Rajiv Gandhi Park, Sector 29, Gurugram, Haryana 122009","099711 34920","https://redcedarhospitality.com/","4.3","5930","Cafe","Monday8 am–9 pmTuesday8 am–9 pmWednesday8 am–9 pmThursday8 am–9 pmFriday8 am–9 pmSaturday8 am–9 pmSunday8 am–9 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Roots - Cafe in the Park","Leisure Valley Rd, Near Rajiv Gandhi Park, Sector 29, Gurugram, Haryana 122009","099711 34920","https://redcedarhospitality.com/","4.3","5930","Cafe","Monday8 am–9 pmTuesday8 am–9 pmWednesday8 am–9 pmThursday8 am–9 pmFriday8 am–9 pmSaturday8 am–9 pmSunday8 am–9 pmSuggest new hours","[object Object],[object Object],[object Object]"
"FabHotel Golf Inn - Hotel in Sector 43, Gurgaon","Golf Inn, 637, Sector 43, Gurugram, Haryana 122009","070424 24242","https://www.fabhotels.com/hotels-in-gurgaon/fabhotel-golf-inn.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic","4.5","274","","",""
"Downtown Galleria","106, DLF Galleria, Phase IV, Gurugram, Haryana 122009","085270 09985","https://downtownbrewery.in/","4.4","3183","Brewpub","Monday12:30 pm–1 amTuesday12:30 pm–1 amWednesday12:30 pm–1 amThursday12:30 pm–1 amFriday12:30 pm–2 amSaturday12:30 pm–2 amSunday12:30 pm–1 amSuggest new hours","[object Object],[object Object],[object Object]"
"Downtown Galleria","106, DLF Galleria, Phase IV, Gurugram, Haryana 122009","085270 09985","https://downtownbrewery.in/","4.4","3183","Brewpub","Monday12:30 pm–1 amTuesday12:30 pm–1 amWednesday12:30 pm–1 amThursday12:30 pm–1 amFriday12:30 pm–2 amSaturday12:30 pm–2 amSunday12:30 pm–1 amSuggest new hours","[object Object],[object Object],[object Object]"
"Dhaba Estd 1986 Delhi, Cyber Hub","Shop No. 111, 1st Floor, Cyber Hub, behind RBS, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002","085279 00779","http://dhaba1986.com/","3.9","1516","North Indian restaurant","Monday12–11:30 pmTuesday12–11:30 pmWednesday12–11:30 pmThursday12–11:30 pmFriday12–11:30 pmSaturday12–11:30 pmSunday12–11:30 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Dhaba Estd 1986 Delhi, Cyber Hub","Shop No. 111, 1st Floor, Cyber Hub, behind RBS, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002","085279 00779","http://dhaba1986.com/","3.9","1516","North Indian restaurant","Monday12–11:30 pmTuesday12–11:30 pmWednesday12–11:30 pmThursday12–11:30 pmFriday12–11:30 pmSaturday12–11:30 pmSunday12–11:30 pmSuggest new hours","[object Object],[object Object],[object Object]"
"China Garden Gurgaon, Gurugram","Trillium Avenue, Sector 29, Gurugram, Haryana 122009","092209 08473","https://www.zomato.com/ncr/china-garden-sector-29-gurgaon/info","4.4","898","Chinese restaurant","Monday12–11 pmTuesday12–11 pmWednesday12–11 pmThursday12–11 pmFriday12–11 pmSaturday12–11:30 pmSunday12–11 pmSuggest new hours","[object Object],[object Object],[object Object]"
"China Garden Gurgaon, Gurugram","Trillium Avenue, Sector 29, Gurugram, Haryana 122009","092209 08473","https://www.zomato.com/ncr/china-garden-sector-29-gurgaon/info","4.4","898","Chinese restaurant","Monday12–11 pmTuesday12–11 pmWednesday12–11 pmThursday12–11 pmFriday12–11 pmSaturday12–11:30 pmSunday12–11 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Bloom - Golf Course Road","609, Golf Course Rd, near Novo Healthcare Ltd, Sector 42, Gurugram, Haryana 122009","0124 448 8815","https://staybloom.com/hotels/gurugram/bloom-golf-course-road","4.8","3019","","",""
"Bloom - Golf Course Road","609, Golf Course Rd, near Novo Healthcare Ltd, Sector 42, Gurugram, Haryana 122009","0124 448 8815","https://staybloom.com/hotels/gurugram/bloom-golf-course-road","4.8","3019","","",""
"Bikanervala | JMD Empire Square Gurugram","First Floor, JMD Empire Square, Mehrauli-Gurgaon Rd, A Block, DLF Phase 1, Sector 24, Gurugram, Haryana 122002","098215 91142","https://bikanervala.com/pages/jmd-empire-gurugram","4.2","324","Family restaurant","Monday11 am–10:30 pmTuesday11 am–10:30 pmWednesday11 am–10:30 pmThursday11 am–10:30 pmFriday11 am–10:30 pmSaturday11 am–10:30 pmSunday11 am–10:30 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Pizzeria da Susy","109-110, 1st floor, Crosspoint Mall, Hamilton Ct Rd, Sector 28, DLF City IV, Gurugram, Haryana 122009","099589 12406","http://www.dasusy.com/","4.4","1935","Italian restaurant","Monday12–10 pmTuesday12–10 pmWednesday12–10 pmThursday12–10 pmFriday12–11:15 pmSaturday12–11:15 pmSunday12–11:15 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Chull Club","Leisure Valley Rd, above वेयरहाउस कैफे, Sector 29, Gurugram, Haryana 122009","","https://www.facebook.com/chullgurgaon/","3.6","1394","Bar","","[object Object],[object Object],[object Object]"
"Open Tap Sector 29","38, Sector 29, Gurugram, Haryana 122002","099711 10974","","4.4","4090","Brewpub","Monday12 pm–2 amTuesday12 pm–2 amWednesday12 pm–2 amThursday12 pm–2 amFriday12 pm–2 amSaturday12 pm–2 amSunday12 pm–2 amSuggest new hours","[object Object],[object Object],[object Object]"
"Open Tap Sector 29","38, Sector 29, Gurugram, Haryana 122002","099711 10974","","4.4","4090","Brewpub","Monday12 pm–2 amTuesday12 pm–2 amWednesday12 pm–2 amThursday12 pm–2 amFriday12 pm–2 amSaturday12 pm–2 amSunday12 pm–2 amSuggest new hours","[object Object],[object Object],[object Object]"
"Open Tap Sector 29","38, Sector 29, Gurugram, Haryana 122002","099711 10974","","4.4","4090","Brewpub","Monday12 pm–2 amTuesday12 pm–2 amWednesday12 pm–2 amThursday12 pm–2 amFriday12 pm–2 amSaturday12 pm–2 amSunday12 pm–2 amSuggest new hours","[object Object],[object Object],[object Object]"
"Blue Tokai Coffee Roasters | ROF Portico","Ground Floor, ROF PORTICO, SN 7 & 8, Phase -1, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","095990 87748","https://stores.bluetokaicoffee.com/blue-tokai-coffee-roasters-rof-portico-cafe-sushant-lok-gurugram-446559/Home?utm_source=locator&utm_medium=googleplaces","4.3","50","Coffee shop","Monday7 am–11 pmTuesday7 am–11 pmWednesday7 am–11 pmThursday7 am–11 pmFriday7 am–11 pmSaturday7 am–11 pmSunday7 am–11 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Blue Tokai Coffee Roasters | ROF Portico","Ground Floor, ROF PORTICO, SN 7 & 8, Phase -1, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","095990 87748","https://stores.bluetokaicoffee.com/blue-tokai-coffee-roasters-rof-portico-cafe-sushant-lok-gurugram-446559/Home?utm_source=locator&utm_medium=googleplaces","4.3","50","Coffee shop","Monday7 am–11 pmTuesday7 am–11 pmWednesday7 am–11 pmThursday7 am–11 pmFriday7 am–11 pmSaturday7 am–11 pmSunday7 am–11 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Jagdish Vaishno Dhaba","Opp Gurgaon Dreams Mall Near Sector 7&4 Chowk, Old Railway Rd, Gurugram, Haryana 122001","0124 428 9655","","3.7","160","Dhaba","Monday8:30 am–11 pmTuesday8:30 am–11 pmWednesday8:30 am–11 pmThursday8:30 am–11 pmFriday8:30 am–11 pmSaturday8:30 am–11 pmSunday8:30 am–11 pmSuggest new hours","[object Object],[object Object],[object Object]"
"Perch Arbor Suites","C 988, Block C Dr, Block C, Sushant Lok Phase I, Sector 43, Gurugram, Haryana 122009","084484 44240","https://www.theperch.in/properties/perch-arbor","4.1","386","","",""
"Club Decode","SCO 39, First Floor, Sector 29, Gurugram, Haryana 122009","099536 59502","https://www.instagram.com/decodeairbar/?hl=en","4.4","1563","Cocktail bar","Monday2 pm–2 amTuesday2 pm–2 amWednesday2 pm–2 amThursday2 pm–2 amFriday2 pm–2 amSaturday2 pm–2 amSunday2 pm–2 amSuggest new hours","[object Object],[object Object],[object Object]"
"Club Decode","SCO 39, First Floor, Sector 29, Gurugram, Haryana 122009","099536 59502","https://www.instagram.com/decodeairbar/?hl=en","4.4","1563","Cocktail bar","Monday2 pm–2 amTuesday2 pm–2 amWednesday2 pm–2 amThursday2 pm–2 amFriday2 pm–2 amSaturday2 pm–2 amSunday2 pm–2 amSuggest new hours","[object Object],[object Object],[object Object]"
"FES Cafe & Desserts","SF-07, 10, I floor, Galleria Market, Sector 28, DLF Phase IV, Gurugram, Haryana 122009","0124 411 6976","http://www.fescafe.in/","4.2","312","Cafe","Monday9 am–12 amTuesday9 am–12 amWednesday9 am–12 amThursday9 am–12 amFriday9 am–12 amSaturday9 am–12 amSunday9 am–12 amSuggest new hours","[object Object],[object Object],[object Object]"
"Anya Gurgaon","42, Golf Course Rd, DLF Phase 5, Sector 43, Gurugram, Haryana 122009","1800 572 2692","http://www.anyahotels.com/","4","2237","","",""
